English	Japanese	Source	SourceKind	DsdType
Spriggan Prey Faction	スプリガン獲物一派	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan Sap	スプリガンの樹液	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan Shield	スプリガンの盾	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan Spray	スプリガン・スプレー	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan Swarm	スプリガンの一群	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan Swarm Spray	スプリガン・スワーム・スプレー	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan abilities	スプリガンの能力	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan aggravated by a hunter, now dead	狩人に攻撃されたスプリガン。現在は死んでいる	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan and Hagraven Battling	スプリガンとハグレイヴンの戦い	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan vs Lumberjacks	スプリガン対木こり	skyrim_taiyaku_250627	reference	Reference FULL
Spriggan's Resilience	スプリガンの回復力	skyrim_taiyaku_250627	reference	Reference FULL
SprigganFX Ability	スプリガンFX能力	skyrim_taiyaku_250627	reference	Reference FULL
SprigganMatronFX Ability	SprigganMatronFXの能力	skyrim_taiyaku_250627	reference	Reference FULL
Spriggans fighting trolls	トロールと戦闘中のスプリガン	skyrim_taiyaku_250627	reference	Reference FULL
Spring	春	skyrim_taiyaku_250627	reference	Reference FULL
Sprint Effect 1	ダッシュ効果1	skyrim_taiyaku_250627	reference	Reference FULL
Sprint Effect 2	ダッシュ効果2	skyrim_taiyaku_250627	reference	Reference FULL
Sprint Effect 3	ダッシュ効果3	skyrim_taiyaku_250627	reference	Reference FULL
Sprint Hammer	スプリントハンマー	skyrim_taiyaku_250627	reference	Reference FULL
Sprinting	ダッシュ	skyrim_taiyaku_250627	reference	Reference FULL
Stability	安定性	skyrim_taiyaku_250627	reference	Reference FULL
Stabilized	安定化	skyrim_taiyaku_250627	reference	Reference FULL
Stables	馬屋	skyrim_taiyaku_250627	reference	Reference FULL
Staff	杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff Enchantment	杖の付呪	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Arcane Authority	アルケインの権力の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Banishing	帰還の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Calm	鎮静の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Chain Lightning	チェインライトニングの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Courage	挑発の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Daedric Command	デイドラ支配の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Dread Zombies	死霊支配の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Expulsion	送還の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Fear	恐怖の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Fireballs	エクスプロージョンの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Firebolts	ファイアボルトの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Flames	火炎の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Frenzy	錯乱の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Frostbite	氷雪の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Fury	激昂の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Hag's Wrath	ハグの憤怒の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Ice Spikes	アイススパイクの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Ice Storms	アイスストームの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Icy Spear	アイスジャベリンの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Incineration	ファイアボールの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Inspiration	扇動の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Jyrik Gauldurson	ジリク・ゴールドールソンの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Lightning Bolts	ライトニングボルトの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Magelight	灯明の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Magnus Effect	マグナスの杖効果	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Mending	癒しの光輝の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Paralysis	麻痺の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Reanimation	死霊作成の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Repulsion	嫌悪の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Revenants	幽鬼支配の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Soul Trapping	魂縛の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Sparks	雷撃の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Tandil	タンディルの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Thunderbolts	サンダーボルトの杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Turning	聖血の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Vanquishment	威圧の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of Zombies	幽鬼作成の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Familiar	使い魔の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Flame Atronach	炎の精霊の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Flame Wall	炎の壁の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Frost Atronach	氷の精霊の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Frost Wall	氷の壁の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Healing Hand	他者治癒の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Storm Atronach	雷の精霊の杖	skyrim_taiyaku_250627	reference	Reference FULL
Staff of the Storm Wall	雷の障壁の杖	skyrim_taiyaku_250627	reference	Reference FULL
Stagger	よろめき	skyrim_taiyaku_250627	reference	Reference FULL
Stagger Area Attack	よろめきエリア攻撃	skyrim_taiyaku_250627	reference	Reference FULL
Stagger Area Attack Frost Atronach	氷の精霊のよろめきエリア攻撃	skyrim_taiyaku_250627	reference	Reference FULL
Stagger Attack	よろめき攻撃	skyrim_taiyaku_250627	reference	Reference FULL
Stagger Circle Protection	守護のよろめきサークル	skyrim_taiyaku_250627	reference	Reference FULL
Stagger Push	よろめきの増幅	skyrim_taiyaku_250627	reference	Reference FULL
StaggerFun	よろめきの楽しさ	skyrim_taiyaku_250627	reference	Reference FULL
Stalleo	ストーリオ	skyrim_taiyaku_250627	reference	Reference FULL
Stalleo's Bodyguard	ストーリオの護衛	skyrim_taiyaku_250627	reference	Reference FULL
Stallion's Potion	馬の薬	skyrim_taiyaku_250627	reference	Reference FULL
Stamina	スタミナ	skyrim_taiyaku_250627	reference	Reference FULL
Stamina Damage	スタミナダメージ	skyrim_taiyaku_250627	reference	Reference FULL
Stamina Low	スタミナ低下	skyrim_taiyaku_250627	reference	Reference FULL
Stamina Poison	倦怠の毒	skyrim_taiyaku_250627	reference	Reference FULL
Stamina is increased by <mag> points for <dur> seconds.	スタミナが <mag> ポイント、 <dur> 秒間増加する。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina is increased by <mag> points. Feeding on corpses grants you increased Health and Health regeneration.	スタミナが <mag> ポイント増加する。血を吸うと、体力と体力治癒の速度が増加する。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina is used to sprint and execute power attacks. Sprinting in Heavy Armor uses more stamina than sprinting in Light Armor or clothing.	スタミナはダッシュや強力な攻撃に使われる。重装鎧で走ると、軽装鎧や衣服で走った時よりもスタミナの消耗が大きくなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates 10x faster for <dur> seconds.	スタミナの回復が <dur> 秒間、10倍早くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag> points more slowly.	スタミナの回復が <mag> ポイント低下する。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag>% faster for <dur> seconds.	スタミナの回復が <mag>%、 <dur> 秒間早くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag>% faster.	スタミナの回復が <mag>%早くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag>% fastser.	スタミナの回復が <mag>%早くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag>% more slowly.	スタミナの回復が <mag> ポイント遅くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag>% slower for <dur> seconds.	<dur> 秒間、スタミナの回復が <mag>%遅くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stamina regenerates <mag>% slower.	スタミナの回復が <mag>%遅くなる。	skyrim_taiyaku_250627	reference	Reference FULL
Stand	立つ	skyrim_taiyaku_250627	reference	Reference FULL
Stand aside, or else. (Intimidate)	どけ。さもないと(威圧)	skyrim_taiyaku_250627	reference	Reference FULL
Stand aside, woman. I'm here for Fjola!	離れていろ。フオラに用がある！	skyrim_taiyaku_250627	reference	Reference FULL
Stand on vacant floor glyph	空いている印の上に立つ	skyrim_taiyaku_250627	reference	Reference FULL
StandonFurniture	StandonFurniture	skyrim_taiyaku_250627	reference	Reference FULL
Stands–In–Shallows	浅瀬にたたずむ	skyrim_taiyaku_250627	reference	Reference FULL
Start a new game?	新しいゲームを始めますか？	skyrim_taiyaku_250627	reference	Reference FULL
Start game as %s?	%sでゲームを始めますか？	skyrim_taiyaku_250627	reference	Reference FULL
Started	開始	skyrim_taiyaku_250627	reference	Reference FULL
Statue	像	skyrim_taiyaku_250627	reference	Reference FULL
Statue of Dibella	ディベラ像	skyrim_taiyaku_250627	reference	Reference FULL
Statue to Meridia	メリディアの像	skyrim_taiyaku_250627	reference	Reference FULL
Staubin	ストウビン	skyrim_taiyaku_250627	reference	Reference FULL
Staubin's Diary	ストウビンの日記	skyrim_taiyaku_250627	reference	Reference FULL
Steadfast Ward	魔力の壁	skyrim_taiyaku_250627	reference	Reference FULL
Steady Hand	冷静沈着	skyrim_taiyaku_250627	reference	Reference FULL
Steady Hand (1)	冷静沈着(1)	skyrim_taiyaku_250627	reference	Reference FULL
Steady Hand (2)	冷静沈着(2)	skyrim_taiyaku_250627	reference	Reference FULL
Steal	盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal <Global=TGRNGold> gold in goods from <Alias=City>	<Global=TGRNGold> ゴールド分の商品を <Alias=City> で盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal Frost	フロストを盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal Frost's Lineage Papers	フロストの血統書を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal General Tullius' Coat	テュリウス将軍のコートを盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal Madesi's Ring	マデシの指輪を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal Suvaris Atheron's logbook	スヴァリス・アセロンの記録簿を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal case of Firebrand Wine	ファイアブランド・ワインのケースを盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal statue of Dibella	ディベラ像を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal the <Alias=QuestItem> for <Alias.ShortName=QuestGiver>	<Alias=QuestItem> を <Alias.ShortName=QuestGiver> のために盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal the <Alias=QuestItem> for Olda	オルダのために <Alias=QuestItem> を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal the Argonian Ale	アルゴニアン・エールを盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal the letter incriminating Arn	アーンに不利な手紙を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal the plans from <Alias=Camp>	<Alias=Camp> から計画書を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal the statue in the Temple of Dibella	ディベラ聖堂で像を盗む	skyrim_taiyaku_250627	reference	Reference FULL
Steal, Thugs hunt player	盗む、悪漢たちがプレイヤーを狩る	skyrim_taiyaku_250627	reference	Reference FULL
StealFromNC	StealFromNC	skyrim_taiyaku_250627	reference	Reference FULL
Stealing Plans	強奪計画	skyrim_taiyaku_250627	reference	Reference FULL
Stealth	隠術	skyrim_taiyaku_250627	reference	Reference FULL
Steam breath	スチームブレス	skyrim_taiyaku_250627	reference	Reference FULL
Steamcrag Camp	スチームクラグの野営地	skyrim_taiyaku_250627	reference	Reference FULL
Steamscorch Gully Mine	ブラインウォーター・ガリー鉱山	skyrim_taiyaku_250627	reference	Reference FULL
Steamscorch Mine	スチームスコーチ鉱山	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor	鋼鉄の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Alteration	鋼鉄の変性術の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Conjuring	鋼鉄の召喚術の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Destruction	鋼鉄の破壊術の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Health	鋼鉄の体力の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Illusion	鋼鉄の幻惑術の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Alteration	鋼鉄の変性術の鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Conjuring	鋼鉄の召喚術の鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Destruction	鋼鉄の破壊術の鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Health	鋼鉄の体力の鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Illusion	鋼鉄の幻惑術の鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Restoration	鋼鉄の回復術の鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Major Stamina	鋼鉄のスタミナの鎧(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Minor Alteration	鋼鉄の変性術の鎧(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Minor Conjuring	鋼鉄の召喚術の鎧(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Minor Destruction	鋼鉄の破壊術の鎧(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Minor Health	鋼鉄の体力の鎧(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Minor Illusion	鋼鉄の幻惑術の鎧(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Minor Restoration	鋼鉄の回復術の鎧(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of Restoration	鋼鉄の回復術の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of the Knight	鋼鉄の騎士の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of the Major Knight	鋼鉄の大騎士の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Armor of the Minor Knight	鋼鉄の小騎士の鎧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Arrow	鋼鉄の矢	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe	鋼鉄の両手斧	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Arcing	鋼鉄の両手斧(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Binding	鋼鉄の両手斧(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Burning	鋼鉄の両手斧(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Chills	鋼鉄の両手斧(悪寒)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Cowardice	鋼鉄の両手斧(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Diminishing	鋼鉄の両手斧(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Dismay	鋼鉄の両手斧(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Draining	鋼鉄の両手斧(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Embers	鋼鉄の両手斧(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Fatigue	鋼鉄の両手斧(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Fear	鋼鉄の両手斧(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Fiery Souls	鋼鉄の両手斧(火炎の魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Frost	鋼鉄の両手斧(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Ice	鋼鉄の両手斧(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Sapping	鋼鉄の両手斧(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Scorching	鋼鉄の両手斧(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Shocks	鋼鉄の両手斧(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Soul Snares	鋼鉄の両手斧(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Souls	鋼鉄の両手斧(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Sparks	鋼鉄の両手斧(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Torpor	鋼鉄の両手斧(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Battleaxe of Weariness	鋼鉄の両手斧(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Dwindling Flames	鋼鉄のブーツ(焦熱減少)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Dwindling Frost	鋼鉄のブーツ(冷気減少)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Dwindling Shock	鋼鉄のブーツ(雷撃減少)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Hauling	鋼鉄のブーツ(運搬)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Lifting	鋼鉄のブーツ(リフト)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Minor Stamina	鋼鉄のスタミナのブーツ(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Muffling	鋼鉄のブーツ(消音)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Resist Fire	鋼鉄のブーツ(炎耐性)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Resist Frost	鋼鉄のブーツ(冷気耐性)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Resist Shock	鋼鉄のブーツ(雷撃耐性)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Stamina	鋼鉄のスタミナのブーツ	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Strength	鋼鉄のブーツ(腕力)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Waning Fire	鋼鉄のブーツ(火衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Waning Frost	鋼鉄のブーツ(冷気衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Boots of Waning Shock	鋼鉄のブーツ(雷撃衰退)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Cuffed Boots	鋼鉄カフス付きのブーツ	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger	鋼鉄のダガー	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Arcing	鋼鉄のダガー(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Binding	鋼鉄のダガー(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Burning	鋼鉄のダガー(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Chills	鋼鉄のダガー(悪寒)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Cowardice	鋼鉄のダガー(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Diminishing	鋼鉄のダガー(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Dismay	鋼鉄のダガー(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Draining	鋼鉄のダガー(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Embers	鋼鉄のダガー(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Fatigue	鋼鉄のダガー(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Fear	鋼鉄のダガー(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Frost	鋼鉄のダガー(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Ice	鋼鉄のダガー(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Sapping	鋼鉄のダガー(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Scorching	鋼鉄のダガー(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Shocks	鋼鉄のダガー(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Soul Snares	鋼鉄のダガー(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Souls	鋼鉄のダガー(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Sparks	鋼鉄のダガー(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Torpor	鋼鉄のダガー(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Dagger of Weariness	鋼鉄のダガー(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Alchemy	鋼鉄の錬金術の篭手	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Archery	鋼鉄の弓術の篭手	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Major Alchemy	鋼鉄の錬金術の篭手(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Major Archery	鋼鉄の弓術の篭手(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Major Smithing	鋼鉄の鍛造術の篭手(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Major Sure Grip	鋼鉄の万力の篭手(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Major Wielding	鋼鉄の巧妙さの篭手(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Minor Alchemy	鋼鉄の錬金術の篭手(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Minor Archery	鋼鉄の弓術の篭手(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Minor Smithing	鋼鉄の鍛造術の篭手(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Minor Sure Grip	鋼鉄の万力の篭手(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Minor Wielding	鋼鉄の巧妙さの篭手(小)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Smithing	鋼鉄の鍛造術の篭手	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Sure Grip	鋼鉄の万力の篭手	skyrim_taiyaku_250627	reference	Reference FULL
Steel Gauntlets of Wielding	鋼鉄の巧妙さの篭手	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword	鋼鉄のグレートソード	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Arcing	鋼鉄のグレートソード(アーク放電)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Binding	鋼鉄のグレートソード(拘束)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Burning	鋼鉄のグレートソード(炎上)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Chills	鋼鉄のグレートソード(悪寒)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Cowardice	鋼鉄のグレートソード(小胆)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Diminishing	鋼鉄のグレートソード(弱化)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Dismay	鋼鉄のグレートソード(失望)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Draining	鋼鉄のグレートソード(渇き)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Embers	鋼鉄のグレートソード(残火)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Fatigue	鋼鉄のグレートソード(疲労)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Fear	鋼鉄のグレートソード(恐怖)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Frost	鋼鉄のグレートソード(冷気)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Ice	鋼鉄のグレートソード(氷)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Sapping	鋼鉄のグレートソード(搾取)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Scorching	鋼鉄のグレートソード(火炎)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Shocks	鋼鉄のグレートソード(雷撃)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Soul Snares	鋼鉄のグレートソード(捕魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Souls	鋼鉄のグレートソード(魂)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Sparks	鋼鉄のグレートソード(火花)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Torpor	鋼鉄のグレートソード(疲弊)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Greatsword of Weariness	鋼鉄のグレートソード(倦怠)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Grey	鉄灰色	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet	鋼鉄の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Alchemy	鋼鉄の錬金術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Alteration	鋼鉄の変性術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Archery	鋼鉄の弓術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Conjuring	鋼鉄の召喚術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Destruction	鋼鉄の破壊術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Illusion	鋼鉄の幻惑術の兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Magicka	鋼鉄のマジカの兜	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Major Alchemy	鋼鉄の錬金術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Major Alteration	鋼鉄の変性術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Major Archery	鋼鉄の弓術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Major Conjuring	鋼鉄の召喚術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
Steel Helmet of Major Destruction	鋼鉄の破壊術の兜(大)	skyrim_taiyaku_250627	reference	Reference FULL
